0.79805817	0.99319878	-6.76577183	1.28769315
0.82425834	0.28641536	-6.79581131	0.58890842
0.85064159	0.57173391	-6.75587718	0.87629473
1.71606335	0.26896327	-5.932295	0.57029165
2.4112041	0.18122017	-5.24614755	0.48145876
2.48607091	0.19001757	-5.15277272	0.4725729
2.58388294	1.42083804	-4.9149762	1.70677907
2.62077161	2.34094792	-4.76261553	2.62467416
2.49842158	2.8168085	-4.7825208	3.11123537
1.85974862	2.96532618	-5.42861561	3.26071816
1.15565762	3.04793317	-6.0988148	3.32234906
0.6982911	3.07388052	-6.51566022	3.36946605
2.28048833	-3.67582	-3.78175758	-3.37061209
1.95411023	-3.67488153	-4.10962254	-3.3853249
2.3430581	-2.272301	-4.31261676	-1.97233787
2.32195693	-2.70421502	-4.15891949	-2.40869076
2.3135973	-2.89388731	-4.07545116	-2.60708177
2.30546395	-3.1587337	-3.97894828	-2.85851031
2.29738313	-3.42380539	-3.87819498	-3.13658263
2.29324361	-3.51663312	-3.84757943	-3.22932616
2.42896211	-0.54812654	-4.94831676	-0.25457819
2.34595258	-1.32167932	-4.70506411	-1.04304081
